STN_NUM,WMO_NUM,AVIATION_ID,NAME,REGION,STATUS,EQUIP_START,EQUIP_END,LATITUDE,LONGITUDE,STN_HT,BAR_HT,AERO_HT
1006,95214,YWYM,WYNDHAM AERO,WA,OPEN,22/9/2000,,-15.51,128.1503,3.8,4.3,4.3
1007,94102,YTTI,TROUGHTON ISLAND,NT,OPEN,30/6/1991,,-13.7542,126.1485,6,8,8.2
1019,94100,YKAL,KALUMBURU,WA,OPEN,16/9/1998,,-14.2964,126.6453,23,24,29
1020,95101,YTST,TRUSCOTT,NT,OPEN,1/5/2004,,-14.09,126.3867,51,52.5,51
2012,94212,YHLC,HALLS CREEK AIRPORT,WA,OPEN,25/8/1996,,-18.2292,127.6636,422,423.9,410.3
2056,94216,YPKU,KUNUNURRA AERO,WA,OPEN,30/1/1992,,-15.7814,128.71,44,44.4,44.2
2064,94217,YARG,ARGYLE AERODROME,WA,OPEN,1/7/1988,,-16.6381,128.4517,164,165,159
3003,94203,YBRM,BROOME AIRPORT,WA,OPEN,27/7/1995,,-17.9475,122.2353,7.42,9,17.4
3032,95205,YDBY,DERBY AERO,WA,OPEN,13/12/1994,,-17.3706,123.6611,6.2,6.7,7.3
3080,94204,YCIN,CURTIN AERO,WA,OPEN,28/7/1989,,-17.5736,123.8217,77.5,78,91.4
3092,,SEWB,SOUTH EAST WATERBANK,WA,CLOSED,8/1/1996,11/8/1999,-17.8578,122.2725,41,41.5,
3093,94206,YFTZ,FITZROY CROSSING AERO,WA,OPEN,8/8/1997,,-18.1814,125.5619,114.5,115,112.2
3096,95204,WSR,WEST ROEBUCK,WA,OPEN,23/8/1999,,-17.8964,122.3122,32,,
3102,95202,BROO,BROOME NTC AWS,SA,OPEN,26/11/1991,,-18.0008,122.2183,0,1.3,
4019,94200,YMDI,MANDORA,WA,OPEN,5/6/2001,,-19.7419,120.8436,7.5,8,
4032,94312,YPPD,PORT HEDLAND AIRPORT,WA,OPEN,24/11/1994,,-20.3725,118.6317,6.4,8.4,10.1
4083,95307,YPKA,KARRATHA AERO,WA,OPEN,3/8/1993,,-20.7097,116.7742,5.3,5.8,9
4090,94308,YROE,ROEBOURNE AERO,WA,OPEN,6/6/2001,,-20.7594,117.1583,10.7,11.2,10.7
4095,94307,LEGI,LEGENDRE ISLAND,WA,OPEN,17/2/1992,,-20.3583,116.8431,29,29.5,
4100,94310,BEDO,BEDOUT ISLAND,WA,OPEN,10/6/1993,,-19.5886,119.0997,9,9.8,
4104,,,PORT HEDLAND MILOS AWS COMPARISON,WA,CLOSED,10/12/1998,1/10/2001,-20.3736,118.6297,9,,
4106,95317,MARB,MARBLE BAR,WA,OPEN,25/9/2000,,-21.1756,119.7497,182.3,182.8,
5007,94302,YPLM,LEARMONTH AIRPORT,WA,OPEN,29/8/1994,,-22.2406,114.0967,5,5.5,6
5008,94306,YMDZ,MARDIE,WA,OPEN,27/5/2000,,-21.1906,115.9797,11,12,
5017,95305,YOLW,ONSLOW AIRPORT,WA,OPEN,21/11/1997,,-21.6689,115.1092,10.5,11,7
5058,,,BARROW ISLAND,WA,CLOSED,15/5/1992,1/2/2000,-20.8206,115.3931,62,63,
5084,94303,YTHV,THEVENARD ISLAND,WA,OPEN,10/12/1989,,-21.4606,115.0197,5,6,5
5094,95304,YBWX,BARROW ISLAND AIRPORT,WA,OPEN,17/11/1998,,-20.875,115.4056,6.4,6.9,7.9
5096,,,POINT MURAT NAVY PIER,WA,OPEN,12/12/2007,,-21.8167,114.191,6.767,6.9,
6011,94300,YCAR,CARNARVON AIRPORT,WA,OPEN,22/10/1990,,-24.8878,113.67,4,8,4
6072,94318,,EMU CREEK STATION,WA,OPEN,5/12/2000,,-23.0314,115.0414,111,112,
6105,95402,YSHK,SHARK BAY AIRPORT,WA,OPEN,28/5/2000,,-25.8925,113.5772,33.8,34.3,33.8
6108,95301,,CAPE CUVIER WHARF,WA,OPEN,26/11/2008,,-24.2201,113.3975,12.436,,
7045,94430,YMEK,MEEKATHARRA AIRPORT,WA,OPEN,7/2/1991,,-26.6136,118.5372,517,519,522.1
7176,94317,YNWN,NEWMAN AERO,WA,OPEN,16/12/1996,,-23.4169,119.7989,524,524.5,525.5
7185,94316,YPBO,PARABURDOO AERO,WA,OPEN,13/12/1995,,-23.1725,117.7494,423.7,424.2,428.5
7204,,,MEEKATHARRA MILOS AWS COMPARISON,WA,CLOSED,11/12/1998,3/8/2001,-26.6131,118.5367,517,,
7600,94429,YMOG,MOUNT MAGNET AERO,WA,OPEN,4/4/1995,,-28.1156,117.8425,407,408.5,411.2
8051,95403,GEAP,GERALDTON AIRPORT COMPARISON,WA,OPEN,24/6/1990,,-28.7953,114.6975,33,35,36.9
8290,94405,ABRO,NORTH ISLAND,WA,OPEN,17/5/1990,,-28.3008,113.5936,2.2,2.7,3.7
8296,94417,YMRW,MORAWA AIRPORT,WA,OPEN,25/2/1997,,-29.2039,116.0247,271.4,271.9,270.1
8297,95629,DALW,DALWALLINU,WA,OPEN,23/4/1997,,-30.2761,116.6714,324.5,325.5,
8314,,,GERALDTON PORT AUTHORITY BEACON NO 2,WA,OPEN,12/1/2009,,-28.7631,114.5647,10.236,9.6,
8315,94403,YGEL,GERALDTON AIRPORT,WA,OPEN,11/7/2011,,-28.8047,114.6989,29.7,30.2,36.9
9021,94610,YPPH,PERTH AIRPORT,WA,OPEN,20/6/1994,,-31.9275,115.9764,15.4,20,20.4
9037,94603,BADG,BADGINGARRA RESEARCH STN,WA,OPEN,22/4/1997,,-30.3381,115.5394,275,,
9053,94612,YPEA,PEARCE RAAF,WA,OPEN,25/6/1993,,-31.6669,116.0189,40,54,45.4
9056,,,FLOREAT PARK,WA,CLOSED,1/7/2005,1/1/2006,-31.9494,115.7928,20,,
9091,95620,DOPY,INNER DOLPHIN PYLON,WA,OPEN,29/7/1999,,-31.9889,115.8311,0,,
9172,94609,YPJT,JANDAKOT AERO,WA,OPEN,31/5/1993,,-32.1011,115.8794,30,30.7,30.2
9178,95612,YGIG,GINGIN AERO,WA,OPEN,15/3/1996,,-31.4628,115.8642,73,74.5,74
9193,94602,YRTI,ROTTNEST ISLAND,WA,OPEN,6/5/1983,,-32.0069,115.5022,43.1,43.1,
9204,94615,GOOS,GOOSEBERRY HILL,WA,OPEN,1/1/1989,,-31.9414,116.0506,220,,
9214,94607,OCEA,OCEAN REEF,WA,OPEN,23/12/1985,,-31.7594,115.7278,10,,
9215,94614,SWAN,SWANBOURNE,WA,OPEN,1/11/1985,,-31.9558,115.7619,40.96,,
9224,94618,FPA,FREMANTLE PORT,WA,OPEN,5/12/1995,,-32.0544,115.7414,60,,
9225,94608,PERT,PERTH METRO,WA,OPEN,1/11/1993,,-31.9192,115.8728,24.9,25.4,
9240,95610,BICK,BICKLEY,WA,OPEN,14/10/1997,,-32.0072,116.1369,384,385,
9250,,PTHC,PERTH AIRPORT COMPARISON,WA,CLOSED,27/10/1997,9/1/2001,-31.9356,115.9639,20,,20.4
9254,,,ARMAMENT JETTY,WA,OPEN,30/6/2001,,-32.1758,115.6808,9,,
9255,,,COLPOYS POINT,WA,OPEN,30/6/2001,,-32.2272,115.6994,3,,
9256,95607,YGAD,GARDEN ISLAND HSF,WA,OPEN,30/6/2001,,-32.2433,115.6839,6,6.5,9.1
9265,95605,HILL,HILLARYS BOAT HARBOUR NTC AWS,SA,OPEN,2/12/1991,,-31.8256,115.7386,0,1.3,
9518,94601,CPLE,CAPE LEEUWIN,WA,OPEN,3/2/1993,,-34.3728,115.1358,13,14,
9519,94600,CNTE,CAPE NATURALISTE,WA,OPEN,30/11/1995,,-33.5372,115.0189,109,109.5,
9538,94620,DWEL,DWELLINGUP,WA,OPEN,10/2/1999,,-32.7103,116.0594,267,268,
9542,95638,YESP,ESPERANCE AERO,WA,OPEN,16/4/1991,,-33.6825,121.8275,142,142.5,143.3
9569,95630,BUSL,BUSSELTON,WA,CLOSED,27/8/1997,2/12/2011,-33.655,115.3194,3.9,,
9573,94617,MANJ,MANJIMUP,WA,OPEN,19/10/2000,,-34.2508,116.145,286.7,287.2,
9603,95611,YBLN,BUSSELTON AERO,WA,OPEN,1/10/1997,,-33.6858,115.4008,16.3,16.9,16.9
9617,95632,BDGN,BRIDGETOWN,WA,OPEN,24/2/1998,,-33.9486,116.1311,178.66,179,
9649,,,KEMERTON,WA,CLOSED,16/11/1994,7/8/2002,-33.1792,115.7494,,,
9741,95802,ABAP,ALBANY AIRPORT COMPARISON,WA,OPEN,17/8/1992,,-34.9414,117.8022,68,69,71
9746,95641,WCLF,WITCHCLIFFE,WA,OPEN,1/4/1999,,-34.0281,115.1042,80,81,
9789,94638,YEST,ESPERANCE,WA,OPEN,24/6/1994,,-33.83,121.8925,25,27,
9887,,,MANDURAH,WA,CLOSED,9/4/1987,25/10/2001,-32.5211,115.75,21,22,
9937,95602,BUSJ,BUSSELTON JETTY,WA,OPEN,27/8/1997,,-33.6311,115.3389,3,,
9961,95635,HPTN,HOPETOUN NORTH,WA,OPEN,7/12/1995,,-33.9306,120.1283,26,27,
9964,94631,RKG,ROCKY GULLY,WA,OPEN,28/11/1995,,-34.5714,117.0106,250,250.5,
9965,94604,BUNB,BUNBURY,WA,OPEN,24/2/1999,,-33.3567,115.6447,5.2,6.2,
9968,95617,SHAN,SHANNON,WA,OPEN,27/11/1996,,-34.5683,116.3367,210,,
9977,94605,MDU,MANDURAH,WA,OPEN,25/10/2001,,-32.5219,115.7119,3,3.5,
9994,95621,COLE,COLLIE EAST,WA,OPEN,11/12/2002,,-33.3608,116.1717,200,,
9998,95647,WALN,NORTH WALPOLE,WA,OPEN,23/10/2003,,-34.9469,116.7222,73,73.5,
9999,94802,YABA,ALBANY AIRPORT,WA,OPEN,12/10/2011,,-34.9411,117.8158,68.4,70,71
10286,95625,YCUN,CUNDERDIN AIRFIELD,WA,OPEN,31/7/1996,,-31.6219,117.2217,216.7,217.2,213.1
10692,94628,NGT,NEWDEGATE RESEARCH STATION,WA,OPEN,23/5/1996,,-33.1131,118.84,320,321,
10905,95636,JCUP,JACUP,WA,OPEN,5/8/1993,,-33.8878,119.1092,305,306,
10911,95637,LGRC,LAKE GRACE,WA,OPEN,13/6/1997,,-33.1006,118.4647,286,286.5,
10916,94641,KTNG,KATANNING,WA,OPEN,8/12/1998,,-33.6856,117.6064,320,321,
10917,95640,WAND,WANDERING,WA,OPEN,11/12/1998,,-32.6722,116.6706,275,275.5,
11003,94647,ECLT,EUCLA,WA,OPEN,25/3/1995,,-31.6797,128.8792,93.1,102.3,7
11023,95645,YCAG,CAIGUNA ASA,WA,OPEN,23/3/2012,,-32.2653,125.4894,113,114,
11052,95646,YFRT,FORREST,WA,OPEN,15/3/1993,,-30.8453,128.1092,159,160,156
11053,94644,RRP,RED ROCKS POINT,WA,OPEN,3/12/1999,,-32.2028,127.5297,3.1,3.6,
12009,95642,YNSM,NORSEMAN AERO,WA,OPEN,7/12/1999,,-32.2147,121.7547,262.5,263,262.7
12014,,,MUNGARI,WA,CLOSED,24/11/1994,7/8/2002,-30.8725,121.2569,390,,
12038,94637,YPKG,KALGOORLIE-BOULDER AIRPORT,WA,OPEN,12/8/1992,,-30.7847,121.4533,365.3,370.1,366.7
12044,95644,MUNW,MUNGLINUP WEST,WA,OPEN,7/3/2002,,-33.5547,120.6997,220,220.5,
12071,95639,SLMN,SALMON GUMS RES.STN.,WA,OPEN,18/2/1998,,-32.9869,121.6239,249,,
12241,94450,YLEO,LEONORA AERO,WA,OPEN,26/2/2007,,-28.8789,121.3186,370,370.9,370.9
12305,94449,YLTN,LAVERTON AERO,WA,OPEN,2/8/1991,,-28.6133,122.4236,464.3,464.8,464.8
12314,95448,YLST,LEINSTER AERO,WA,OPEN,27/5/1994,,-27.8386,120.7031,497,498,497
12320,95634,YSCR,SOUTHERN CROSS AIRFIELD,WA,OPEN,3/10/1996,,-31.2353,119.3564,347.4,347.9,354.6
12322,,WALT,MOUNT WALTON EAST IWDF,WA,CLOSED,8/8/1996,3/7/2001,-30.3803,120.1481,500,500.5,
13011,94457,YWBR,WARBURTON AIRFIELD,WA,OPEN,13/6/1997,,-26.1317,126.5839,459,459.5,457.3
13017,94461,YGLS,GILES METEOROLOGICAL OFFICE,SA,OPEN,1/6/1992,,-25.0341,128.301,598,599,580
13030,94319,YTEF,TELFER AERO,WA,OPEN,20/12/1995,,-21.7125,122.2281,291.9,292.5,296
14015,94120,YPDN,DARWIN AIRPORT,NT,OPEN,1/10/1990,,-12.4239,130.8925,30.4,35,31.4
14023,99501,GUNN,GUNN POINT,NT,OPEN,8/10/1997,,-12.2488,131.0453,25,,
14026,,KOOL,KOOLPINYAH AWS,NT,CLOSED,27/8/1998,9/8/2006,-12.3905,131.1753,32,,
14029,,FINN,FINNISS AWS,NT,CLOSED,14/10/1997,8/8/2006,-12.8701,130.5437,10,,
14030,,DELI,DELISSAVILLE,NT,OPEN,29/7/1997,,-12.551,130.6867,30,,
14031,99510,CHAP,CHARLES POINT AWS,NT,OPEN,15/2/1996,,-12.389,130.6309,14,,
14033,,ANNA,ANNABUROO AWS,NT,CLOSED,13/8/1996,22/4/2005,-12.9125,131.6721,20,,
14034,,HDOO,HUMPTY DOO AWS,NT,CLOSED,29/5/1996,19/6/2002,-12.6116,131.2866,18,,
14036,,WOOL,WOOLNER AWS,NT,CLOSED,24/7/1996,10/8/2006,-12.3653,131.4692,4,,
14037,,,LEE POINT AWS,NT,CLOSED,19/8/1999,,-12.3582,130.8932,24.5,25,
14040,,DWN,DARWIN AIRPORT COMPARISON,NT,CLOSED,7/8/2001,21/11/2007,-12.4227,130.8844,30,31,31.4
14041,95121,MDP,MIDDLE POINT AWS,NT,OPEN,1/8/2001,,-12.605,131.2988,14.1,15.4,
14043,,CHAN,CHANNEL ISLAND AWS,NT,CLOSED,14/3/1996,2/8/2006,-12.5557,130.8644,10,,
14044,99518,HOWA,HOWARD SPRINGS AWS,NT,CLOSED,21/9/2001,26/3/2012,-12.4862,131.0203,47,,
14045,,MARR,MARRAKAI AWS,NT,CLOSED,17/9/1996,21/5/2004,-12.6157,131.6285,2,,
14046,99504,NOON,NOONAMAH AWS,NT,OPEN,18/11/1997,,-12.6365,131.0714,30,31,
14056,94114,FIRF,FISH REEF MARINE AWS,NT,OPEN,28/10/2003,,-12.4322,130.4428,13,,
14072,95122,DARW,DARWIN NTC AWS,SA,OPEN,19/5/1990,,-12.4719,130.8458,0,1.3,
14075,,,LLWAS#2,NT,CLOSED,9/1/1995,17/7/2006,-12.4153,130.8572,31.4,,
14076,,,LLWAS#3,NT,CLOSED,9/1/1995,17/7/2006,-12.4028,130.8594,,,
14077,,,LLWAS#4,NT,CLOSED,9/1/1995,17/7/2006,-12.4072,130.8808,31.4,,
14081,,,LLWAS#5,NT,CLOSED,9/1/1995,17/7/2006,-12.4153,130.9006,31.4,,
14082,,,LLWAS#6,NT,CLOSED,9/1/1995,17/7/2006,-12.4303,130.9111,31.4,,
14085,,,LLWAS#7,NT,CLOSED,9/1/1995,17/7/2006,-12.4256,130.8914,31.4,,
14142,94119,YGPT,PIRLANGIMPI,NT,OPEN,13/1/2006,,-11.4022,130.4217,18.3,19.3,
14198,94137,YJAB,JABIRU AIRPORT,NT,OPEN,1/8/1990,,-12.6594,132.8939,26.5,28,25.6
14245,94129,YCPD,CAPE DON,NT,OPEN,8/11/1989,,-11.3081,131.7651,19,20,
14254,94127,PIST,POINT STUART AWS,NT,OPEN,9/9/1992,,-12.2397,131.8791,1,1.5,
14272,94125,YBCR,BATCHELOR AERO,NT,OPEN,13/8/1992,,-13.0545,131.0252,104,105,
14274,94135,MCLR,MCCLUER ISLAND,NT,OPEN,17/8/1993,,-11.0468,132.9791,1.4,2.4,
14277,94116,DIMI,DUM IN MIRRIE AWS,NT,OPEN,30/4/1994,,-12.635,130.3725,3.5,4.2,
14401,94139,YGBI,WARRUWI,NT,OPEN,16/3/2000,,-11.6502,133.3796,19.2,19.7,19.2
